title,state,date,season,precip_type,number,temperature,dew_point,humidity,visibility,uv_index
Report 1831: Foot steps heard while walking on trail at night,Florida,1994-09-15,Fall,rain,1831,84.03999999999999,75.82,0.83,9.43,10
"Report 17011: Man describes teenage incident -- possible intimidation approach at 2 AM  in Coral Springs, at the edge of the Everglades.",Florida,2007-04-19,Summer,NA,17011,72.78999999999999,60.47,0.68,9.99,9
NA,Georgia,NA,Winter,NA,25346,NA,NA,NA,NA,NA
Report 44571: Deer hunter sees and hears a large hairy biped from his tree stand near Shellman,Georgia,2011-11-24,Fall,NA,44571,52.72,36.57,0.64,9.93,4
Report 9818: Hiker has nighttime sighting at Minnehaha Falls,Georgia,1998-05-23,Spring,NA,9818,NA,NA,NA,NA,NA
Report 17308: Possible stalking of hunters on the AL state line near Cedartown GA,Georgia,1984-10-01,Fall,rain,17308,48.45,40.4,0.71,NA,0
Report 23911: Nighttime sighting by motorists north of Canton,Georgia,2007-10-15,Winter,NA,23911,71.21,51.63,0.64,10,6
Report 38870: LEO recalls his daylight sighting as a youth with his horses NW of Atlanta,Georgia,2004-05-15,Spring,NA,38870,71.36,60.56,0.7,9.35,6
Report 25043: Campers see animal observing campsite in Cohutta Wilderness,Georgia,2001-10-15,Fall,rain,25043,55.705,44.34,0.81,9.79,6
Report 32435: Memories told of activity over several years at a family home near Oglethorpe,Georgia,1978-06-07,Summer,NA,32435,NA,NA,NA,NA,NA
Report 18439: Possible scream at Ft. Stewart,Georgia,1987-09-19,Fall,rain,18439,81.965,73.25,0.76,6.15,7
Report 21145: Man remembers unknown screaming animal passing underneath his deer stand before dawn on Clark Hill Lake,Georgia,1979-10-15,Fall,NA,21145,NA,NA,NA,NA,NA
Report 17089: Night sighting through thermal viewer by soldier on Fort Stewart,Georgia,1998-11-12,Fall,NA,17089,59.955,51.37,0.77,7.42,3
Report 18707: Two incidents with two witnesses on Kinchafoonee Creek,Georgia,1992-07-11,Summer,rain,18707,87,72.16,0.66,5.63,8
Report 15329: Man describes his father's sighting near Lakeland,Georgia,2006-07-26,Summer,NA,15329,81.87,73.14,0.78,7.56,6
NA,Georgia,NA,Winter,NA,23808,NA,NA,NA,NA,NA
Report 47523: Hunter north of Macon hears two large animals as he dresses his deer,Georgia,2013-11-05,Winter,NA,47523,59.945,41.05,0.64,10,4
Report 35631: Woman sees a tall figure at night outside her home in a subdivision south of Leesburg,Georgia,2012-05-30,Summer,rain,35631,79.33,65.72,0.69,9.83,11
Report 28526: Encounter by a squad on maneuvers while training at Fort Stewart,Georgia,2004-07-15,Summer,rain,28526,79.66999999999999,73.8,0.83,7.12,6
Report 5395: Deer hunter has encounter south of Fort Stewart.,Georgia,1998-10-15,Fall,rain,5395,NA,55.38,0.63,6.12,6
NA,Georgia,NA,Spring,NA,45216,NA,NA,NA,NA,NA
NA,Georgia,NA,Winter,NA,56567,NA,NA,NA,NA,NA
Report 19129: Camper reports possible knocks in daylight near Conasauga River,Georgia,2005-04-21,Spring,NA,19129,61.92,50.63,0.75,9.87,6
Report 27197: Adolescent child has early morning sighting near Chatsworth,Georgia,2010-01-12,Winter,NA,27197,27.195,21.08,0.64,10,2
Report 18016: Nighttime sighting by motorists outside Hiram,Georgia,2006-06-16,Summer,NA,18016,78.10499999999999,58.19,0.55,8.81,11
Report 26019: Public service officer hears unidentifiable screams and grunts near Hiram,Georgia,2006-06-21,Summer,NA,26019,84.41,62.03,0.55,9.61,10
"Report 14887: Possible sighting, vocalizations, stalking, etc., near Sweetwater Creek",Georgia,2006-07-05,Summer,rain,14887,80.975,68.42,0.72,6.56,9
Report 18044: Nighttime sighting by motorists on Hwy 101 near Hannah Swamp,Georgia,2007-02-27,Winter,NA,18044,49.28,31.16,0.55,9.96,6
Report 32254: Marine veteran hears strange howls late at night near Acworth,Georgia,2011-08-27,Summer,NA,32254,80.18,61.57,0.52,10,9
Report 48086: Motorist observes large ape-like creature in her headlights on Old Cartersville Rd. near Dallas,Georgia,2011-10-19,Fall,rain,48086,48.629999999999995,48.63,0.85,8.57,3
NA,Georgia,NA,Summer,NA,36238,NA,NA,NA,NA,NA
Report 47841: Teen looking out his back window spots a figure behind a tree south of Rockmart,Georgia,2015-01-30,Winter,NA,47841,36.879999999999995,28.02,0.59,10,4
NA,Georgia,NA,Summer,NA,49286,NA,NA,NA,NA,NA
Report 38873: Dusk sighting in the middle of the road by a husband and wife while driving outside Cedartown,Georgia,2012-07-15,Summer,rain,38873,78.675,71.62,0.82,10,7
Report 41169: Motorist sees a tall man-like figure standing in a field at dawn near Cedartown,Georgia,2013-05-10,Spring,rain,41169,66.705,57.91,0.75,10,11
Report 25574: Witness spots sasquatch approaching camp near Warwoman Dell,Georgia,2009-02-22,Winter,NA,25574,29.535,16.42,0.49,9.93,6
Report 57053: Fisherman has up-close daytime encounter with a hairy hominid near Clayton,Georgia,2014-11-08,Fall,NA,57053,47.53,33.84,0.65,10,4
Report 4236: Man recalls a possible encounter as a teen at Fort Gordon,Georgia,1965-06-15,Summer,rain,4236,NA,69.64,0.94,6.87,5
"Report 2218: Man approached at close range by man/ape creature at Fort Gordon, US Army Signal School",Georgia,1979-12-01,Winter,NA,2218,39.49,20.2,0.61,10,3
Report 33115: Two witnesses recall sighting as teens near Monticello,Georgia,1986-06-15,Summer,NA,33115,NA,NA,NA,NA,NA
Report 398: Woman and friend drive past amazing animal on Georgia backroad,Georgia,2005-01-31,Summer,NA,398,45.32,34.25,0.73,7.26,4
Report 18377: Possible sighting by multiple witnesses on farm near Buchannan,Georgia,2006-12-18,Winter,NA,18377,54.795,43.56,0.8,8.46,3
Report 36006: Man recalls multiple experiences (including a daylight sighting) as a youth near Gainesville,Georgia,1976-06-15,Summer,NA,36006,NA,NA,NA,NA,NA
Report 17957: Mother and son experience multiple incidents in the Sautee-Nacoochee Valley,Georgia,2007-02-15,Winter,NA,17957,31.485,13.14,0.52,NA,0
Report 2100: Witness recounts he and his friend's encounters with a strange creature along with strange sounds and footprint finds,Georgia,1974-04-30,Spring,NA,2100,69.41499999999999,55.43,0.66,8.32,7
Report 8405: Early evening road crossing sighting by motorist on Jekyll Island,Georgia,1963-07-04,Summer,rain,8405,85.53,76.21,0.79,NA,6
Report 43611: Couple spot possible footprints on Benton MacKaye Trail near Blue Ridge,Georgia,2014-01-05,Winter,rain,43611,33.59,40.82,0.9,9.43,2
Report 6097: Man describes childhood sighting at rural property on the outskirts of Atlanta,Georgia,1961-09-01,Fall,rain,6097,78.05000000000001,70.23,0.81,8.2,6
Report 22813: Cyclist hears loud wood knocks in Chattahoochee National Forrest,Georgia,2005-08-15,Summer,NA,22813,84.03,72.95,0.73,7.27,10
Report 26313: Motorist has late night visual encounter near Tyrone,Georgia,2009-07-17,Summer,rain,26313,74.425,69.47,0.75,9.56,6
Report 7575: Military man and wife experience loud howling and shaking of mobile home near the Ohoopee River,Georgia,1982-11-23,Winter,NA,7575,NA,NA,NA,NA,NA
Report 26201: Family reports numerous incidents since 2000,Georgia,2000-06-01,Summer,NA,26201,78.145,58.47,0.58,8.52,11
Report 18361: A group of four-wheelers experience a barrage of rocks and limbs on a late-night ride near Meldrim,Georgia,2007-03-24,Spring,NA,18361,69.22,57.01,0.74,8.4,8
Report 447: Unusual incident... a horseback rider's close encounter,Georgia,1974-06-15,Summer,rain,447,NA,61.92,0.65,8.17,9
"Report 24393: Man remembers a late night ""camp-circling"" along with several other young Marines outside of Albany",Georgia,1977-07-30,Summer,rain,24393,77.625,72.79,0.94,7.64,6
Report 49544: Man and wife recall possible daytime sighting while fishing the Ohoopee River,Georgia,1986-09-12,Fall,NA,49544,NA,NA,NA,NA,NA
Report 8454: Multiple witness sighting on Hwy. 16 near the Emanuel/Candler county line,Georgia,2004-04-01,Spring,NA,8454,53.239999999999995,35.42,0.58,10,9
Report 43553: Teenage girl startles a gorilla-like animal while walking home in the dark north of Swainsboro,Georgia,2006-09-25,Fall,NA,43553,69.405,63.99,0.75,NA,0
Report 2393: The Georgia chopper crash story has been debunked. See msg from P. Caulkins in the investigator notes.,Georgia,1985-09-15,Summer,NA,2393,NA,NA,NA,NA,NA
"Report 68899: Four senior golfers observe a sasquatch next to Whitewater Creek Golf Course, 27 mi south of Atlanta",Georgia,2018-12-15,Fall,rain,68899,50.34,46.88,0.86,6.502,2
Report 30004: Backyard nighttime sighting in a village outside Rome,Georgia,2005-10-10,Fall,rain,30004,70.36500000000001,62.84,0.87,4.49,4
NA,Georgia,NA,Fall,NA,29318,NA,NA,NA,NA,NA
Report 29530: Possible wood knock responses and strange tracks found near Rome,Georgia,2011-06-20,Summer,NA,29530,83.63,69.04,0.67,10,10
Report 18001: Possible vocalizations near Plunketts Road outside Buford,Georgia,1999-08-13,Summer,rain,18001,83.96000000000001,71.58,0.72,7.63,10
Report 35352: Golfers watch large animal jump from a tree outside Tallulah Falls,Georgia,2012-05-09,Spring,rain,35352,55.97,57,0.83,NA,0
Report 17249: Possible vocalizations and an approach to a residence outside Gainesville,Georgia,2006-12-31,Winter,rain,17249,55.620000000000005,53.42,0.95,3.04,2
Report 56061: Nighttime sighting by a husband and wife driving near Rockmart,Georgia,2016-12-03,Winter,rain,56061,47.68,36.09,0.79,9.46,3
Report 56752: Man recalls hitting and killing a strange creature with his car near Cochran,Georgia,1986-06-11,Summer,NA,56752,NA,NA,NA,NA,NA
Report 28982: Wildlife enthusiast records moaning howls near Bainbridge,Georgia,2011-03-11,Spring,NA,28982,49.584999999999994,34.49,0.6,10,8
Report 21359: Morning sighting by fisherman near Rising Fawn,Georgia,2007-09-08,Summer,NA,21359,75.695,63.81,0.72,9.35,7
Report 30483: Possible road crossing observed at dusk by a truck driver on I-75 south of Cordele,Georgia,2011-08-25,Summer,NA,30483,83.685,70.53,0.69,10,8
Report 15457: Daylight sighting by hunter along powerline route near Newnan,Georgia,2006-08-29,Fall,rain,15457,81.31,72.75,0.77,8.75,7
NA,Georgia,NA,Summer,NA,58046,NA,NA,NA,NA,NA
Report 27300: Late-night roadside sighting by a young man outside of Moultrie,Georgia,2009-08-15,Summer,rain,27300,80.685,72.54,0.86,10,7
Report 1865: Loud howling vocalizations heard by residents near Lake Alatoona,Georgia,1999-05-08,Spring,rain,1865,66.82,51.35,0.64,9.03,10
Report 26822: Late-night sighting by motorist couple between Homerville and Edith,Georgia,2009-10-07,Fall,NA,26822,83.955,75.88,0.86,NA,0
Report 9712: Early evening encounter near Riverdale,Georgia,1984-07-15,Summer,rain,9712,79.225,69.17,0.72,9.46,9
Report 3094: Teenager hears vocalization and has encounter with smelly creature outside window,Georgia,1987-09-01,Fall,NA,3094,NA,NA,NA,NA,NA
NA,Georgia,NA,Summer,NA,43059,NA,NA,NA,NA,NA
Report 7356: Two servicemen from Hunter Army Airfield describe tent stalking incident on uninhabited Little Tybee Island,Georgia,1976-01-02,Winter,NA,7356,53.91,44.47,0.79,7.47,2
"Report 7113: Brothers have close, long sighting of ""thing"" in Wolf Creek",Georgia,2003-10-26,Summer,rain,7113,64.15,61.71,0.92,4.86,3
Report 31888: Scary encounters outside a rural home near Jackson,Georgia,2004-10-22,Fall,NA,31888,64.09,62.67,0.92,NA,0
Report 69052: Motorists’ sighting at night 8 miles north of Statesboro,Georgia,2019-12-20,Winter,rain,69052,52.02,20.89,0.45,10,3
"Report 1864: Large, Dark Gray form crosses road in front of motorist",Georgia,1993-11-03,Winter,rain,1864,55.145,38.38,0.73,8,3
"Report 7004: Possible vocalizations, etc., heard near Canton",Georgia,2003-10-02,Fall,NA,7004,55.99,40.58,0.63,10,7
NA,Georgia,NA,Winter,NA,25485,NA,NA,NA,NA,NA
Report 26262: Couple witness creature crossing road north of Atlanta,Georgia,2009-06-28,Summer,NA,26262,81.405,70.97,0.74,8.44,8
Report 26352: Early evening sighting near Moreland,Georgia,2007-10-13,Fall,NA,26352,60.605,45.16,0.66,8.95,6
Report 10874: Teenager observes animal hiding behind trees and finds footprint in the Clay Hills near Hoboken.,Georgia,1986-10-11,Fall,rain,10874,66.655,63.11,0.82,5.68,4
Report 27888: Man recalls close encounter at dusk as a youth near Macon,Georgia,1957-07-15,Summer,NA,27888,83.85,69.72,0.66,9.75,9
Report 14525: Evening encounter with fisherman laying catfish lines on the Alapaha River,Georgia,1976-10-08,Fall,rain,14525,68,69.88,0.9,4.96,4
Report 2093: Resident near Red Top Mountain State Park hears loud characteristic scream while working outside.,Georgia,1999-05-20,Spring,rain,2093,66.815,51.51,0.6,10,11
Report 17477: Witness and family hear Mississippi type howl from wooded area near home,Georgia,2003-08-12,Summer,rain,17477,78.86,72.72,0.85,6.9,8
NA,Iowa,NA,Winter,NA,25382,NA,NA,NA,NA,NA
Report 25084: Deer hunter observes tall bi-pedal creature running on the other side of a dry riverbed outside Wellman,Iowa,2006-11-15,Fall,NA,25084,38.03,34.59,0.81,6.62,2
Report 58414: Memory told of a possible daytime sighting while hunting geese outside Carlisle,Iowa,1982-11-13,Fall,NA,58414,29.175,9.86,0.58,10,2
"Report 48388: Strange, large animal seen at night on a rural road near Auburn",Iowa,2013-07-31,Summer,NA,48388,71.075,63.19,0.77,6.3,8
Report 2509: Campers get visited in the middle of the night and hear vocalizations.,Iowa,1999-12-12,Winter,NA,2509,35.535,25.38,0.71,8.7,2
NA,Iowa,NA,Spring,NA,26713,NA,NA,NA,NA,NA
"Report 6394: Possible tracks found in snow near Albia, Iowa",Iowa,1976-01-14,Winter,snow,6394,26.99,12.66,0.7,10,2
Report 511: Daylight sighting by duck hunter near Pella.,Iowa,2000-10-24,Fall,NA,511,69.33,59.59,0.84,4.92,4
"Report 1271: Six foot tall or taller, black creature was observed leaping into the air and disappearing into the trees on a bike trail near the Des Moines River",Iowa,2000-02-15,Winter,snow,1271,38.455,27.73,0.68,6.27,3
Report 22945: Man recalls observing possible tracks and being screamed at on his paper route in Eldridge,Iowa,1981-02-04,Winter,NA,22945,1.3800000000000008,-8.48,0.59,10,3
Report 27141: Campers hear loud scream at close range near Wapsipinicon River,Iowa,1989-07-04,Summer,NA,27141,75.425,61.82,0.59,7.88,9
NA,Iowa,NA,Summer,NA,26927,NA,NA,NA,NA,NA
NA,Iowa,NA,Fall,NA,26922,NA,NA,NA,NA,NA
"Report 28427: Hunter experiences eerie silence, foul odor and possible wood knocking in the Cardinal Marsh Wildlife Management Area",Iowa,2010-10-24,Fall,rain,28427,58.515,56.99,0.9,6.97,2
Report 26396: Possible daylight sighting of a juvenile sasquatch on all fours by a deer hunter near Axson,Georgia,2007-11-15,Fall,NA,26396,49,44.57,0.65,9.25,3
Report 32489: Woman sees a bigfoot off HWY 82 west of Withlacoochee,Georgia,2011-11-09,Fall,NA,32489,63.795,54.41,0.8,8.849,4
Report 2094: Second report of scream by resident near Red Top Mountain State Park,Georgia,1999-06-16,Spring,rain,2094,73.22,68.96,0.93,4.31,5
Report 19421: Nighttime sighting by truck driver near Red Top Mountain,Georgia,2006-09-01,Fall,NA,19421,77.66,68.63,0.79,8.69,7
NA,Georgia,NA,Fall,NA,33985,NA,NA,NA,NA,NA
Report 59113: Family observed by a Bigfoot while fishing in private wetland near Ray City,Georgia,2000-06-15,Summer,NA,59113,82.38,69.02,0.74,6.898,6
"Report 24125: Man observes a large, hair-covered biped outside his garage south of Nashville",Georgia,2008-07-02,Summer,NA,24125,79.6,64.89,0.66,9.58,11
"Report 4393: Early morning sighting of large, upright animal on rural bridge in Southern Georgia",Georgia,2002-06-10,Winter,rain,4393,78.515,66.92,0.75,9.05,6
Report 23489: Nighttime sighting near Goeldner Woods County Park,Iowa,2007-11-22,Fall,snow,23489,21.93,21.59,0.82,9.5,2
Report 3049: Atv riders hear daytime vocalization and find tracks near Keokuk,Iowa,1985-02-15,Spring,snow,3049,15.47,-1.16,0.57,10,3
NA,Iowa,NA,Summer,NA,27895,NA,NA,NA,NA,NA
Report 27978: Memory of a possible encounter as young girls riding horses at night near the Coralville Reservoir,Iowa,1973-07-01,Summer,rain,27978,78.77,66.29,0.71,8.62,5
NA,Iowa,NA,Summer,NA,58186,NA,NA,NA,NA,NA
NA,Iowa,NA,Spring,NA,48686,NA,NA,NA,NA,NA
Report 2264: Woman sees large upright figure cross road near midnight,Iowa,1983-07-15,Summer,NA,2264,NA,NA,NA,NA,NA
Report 56106: Family finds strange prints on a trail in Waubonsie State Park,Iowa,2013-06-30,Summer,NA,56106,66.87,56.19,0.67,9.78,9
Report 3093: Observation of possibly two animals in or near back yard of apartment complex,Iowa,2001-09-01,Fall,NA,3093,68.105,54.64,0.76,9.23,7
Report 1630: Separate Iowa incidents over time in Floyd County area,Iowa,1977-08-01,Fall,rain,1630,73.045,54.96,0.72,10,8
Report 4011: Road crossing sighting in a farm area near Maynard; other incidents in vicinity,Iowa,1970-11-30,Fall,NA,4011,NA,NA,NA,NA,NA
Report 39831: Photographer spooked off Big Spirit Lake before he gets his photo,Iowa,2013-02-04,Winter,NA,39831,20.3,11.46,0.81,7.91,2
"Report 25071: Daylight sighting by a roofing contractor near the Mississippi River, south of Dubuque",Iowa,2007-11-07,Fall,NA,25071,35.05,22.35,0.68,9.66,2
Report 30530: Late afternoon sighting of a road crossing on Hwy 52 north of Dubuque,Iowa,2011-08-31,Summer,NA,30530,77.45,67.26,0.82,9.55,8
Report 36514: Father and son are approached by three large bipeds while fishing at dusk west of Asbury,Iowa,2012-09-21,Fall,rain,36514,47.64,46.03,0.83,9.5,4
Report 51678: Multiple sightings on family property near Cascade,Iowa,2015-11-30,Fall,rain,51678,35.9,33.88,0.91,6.34,1
Report 23448: Possible nighttime encounter by campers at Volga River State Recreation Area,Iowa,2006-10-07,Fall,NA,23448,67.255,39.24,0.44,10,4
Report 1046: Sasquatch surprises hunter in prairie grass while hunting with bb gun,Iowa,2000-11-25,Fall,NA,1046,35.46,26.04,0.73,7.44,2
Report 5072: Witness reports seeing footprints as a child,Iowa,1977-09-01,Fall,NA,5072,NA,NA,NA,NA,NA
"Report 1268: More sightings of a strange creature centering around the town of Ottosen. Other stories told about strange sounds, footprints and animal mutilatations.",Iowa,1978-09-12,Fall,NA,1268,NA,65.08,0.77,6.38,6
Report 2170: Youths see unknown hairy primate staring at them from distance,Iowa,2001-04-02,Spring,NA,2170,42.129999999999995,33.11,0.72,10,5
Report 33490: Large log tossed into Des Moines River as woman watches eagles from bridge at Frank Gotch State Park,Iowa,2011-02-15,Winter,NA,33490,38.995000000000005,32.09,0.84,7.34,3
NA,Iowa,NA,Fall,NA,37336,NA,NA,NA,NA,NA
"Report 1270: Newspaper article about ""The Lockridge Monster.""",Iowa,1975-10-28,Fall,NA,1270,NA,NA,NA,NA,NA
Report 35883: Possible encounter while volunteering at Macbride Raptor Project outside North Liberty,Iowa,2010-04-15,Spring,rain,35883,66.765,50.93,0.55,6.35,7
NA,Iowa,NA,Fall,NA,25836,NA,NA,NA,NA,NA
NA,Iowa,NA,Spring,NA,29125,NA,NA,NA,NA,NA
Report 22147: Artifact hunter describes an unusual daylight encounter in a public hunting area near Van Wert,Iowa,1991-09-15,Fall,rain,22147,NA,69.2,0.8,7.93,4
Report 1234: Creature observed by witness.,Iowa,1970-08-15,Summer,NA,1234,NA,NA,NA,NA,NA
Report 57939: Possible knocks heard in a neighborhood near Protivin,Iowa,2017-06-15,Summer,NA,57939,76.16499999999999,59.95,0.64,8.48,10
"Report 9089: While heading to cabin at 6:30 a.m., husband and wife have sighting near Wipsipinicon River",Iowa,2004-09-12,Summer,rain,9089,71.39,59.36,0.72,8.74,7
Report 41700: Motorist observes a dark shaggy figure running on the road in daylight near Ogden,Iowa,2013-07-23,Summer,NA,41700,66.785,59.1,0.72,9.22,10
Report 24224: Man tells of his possible daylight encounter as a young motorcycle explorer in the Coeur d'Alene National Forest,Idaho,1981-08-01,Summer,NA,24224,NA,45.71,0.54,NA,9
Report 5720: Night time rabbit hunters spotlight 7' tall biped leaping over 4' sagebrush as it escapes from view,Idaho,1963-06-15,Spring,rain,5720,67.91,54.26,0.71,10,7
Report 57784: Traveler sleeping at rest stop near Malad City awakened by possible wood knocks,Idaho,2017-06-17,Summer,NA,57784,62.03,45.74,0.5,6.27,9
Report 18958: Screaming and eyeshine witnessed by hunter in the Big Hole Mountains,Idaho,2008-04-12,Fall,NA,18958,36.695,21.07,0.63,9.97,8
NA,Idaho,NA,Unknown,NA,2316,NA,NA,NA,NA,NA
Report 10012: Night time encounter with parked trucker and wife near Post Falls.,Idaho,1988-12-03,Winter,NA,10012,32.644999999999996,28.67,0.92,8.93,1
Report 9954: Elk hunters find footprints on Stanley Butte.,Idaho,1974-09-14,Fall,NA,9954,NA,NA,NA,NA,NA
Report 71863: Elk hunters hear loud wood knocks from multiple directions in remote forest 40 miles east of Boise,Idaho,2021-10-29,Fall,rain,71863,44.989999999999995,38.75,0.83,10,3
Report 6983: Hunter has early morning sighting near Challis,Idaho,1975-10-01,Fall,NA,6983,NA,NA,NA,NA,NA
NA,Idaho,NA,Summer,NA,3085,NA,NA,NA,NA,NA
Report 13717: Possible vocalizations heard by staff at Redfish Lake near Stanley,Idaho,2001-09-01,Fall,rain,13717,57.56,35.6,0.53,NA,0
Report 10960: Possible stalking outside a campers' tent in the White Knob mountains,Idaho,2004-08-01,Summer,NA,10960,64.65,27.13,0.25,10,9
Report 56257: River rafter has rocks thrown toward him while hiking near Sheepeater Hot Springs,Idaho,2013-06-06,Summer,NA,56257,60.80500000000001,35.83,0.42,NA,0
Report 38287: Dogs alert homeowner to a late night visitor outside Kamiah,Idaho,2013-12-04,Fall,NA,38287,NA,NA,NA,NA,NA
NA,Idaho,NA,Summer,NA,2315,NA,NA,NA,NA,NA
NA,Idaho,NA,Fall,NA,7180,NA,NA,NA,NA,NA
Report 15206: Possible tracks found on Buckles Mountain,Idaho,2005-10-06,Fall,rain,15206,45.815,40.25,0.91,8.66,4
Report 63726: Camper reports knocks and camp intrusion at Whitetail Campground in Farragut State Park near Athol,Idaho,2008-05-15,Spring,NA,63726,61.37,43.94,0.59,9.44,9
Report 30868: Tracks found during a nature ride near Mica Peak.,Idaho,2010-06-15,Summer,NA,30868,48.28,40.29,0.75,8.704,7
NA,Idaho,NA,Summer,NA,6758,NA,NA,NA,NA,NA
NA,Idaho,NA,Spring,NA,7993,NA,NA,NA,NA,NA
Report 12913: Long-duration daylight sighting (distant) on Moscow Mountain,Idaho,2005-07-01,Summer,NA,12913,59.58,44.42,0.57,10,10
Report 57248: Late night road crossing sighting near Potlatch on Hwy 95 spooks woman,Idaho,2011-02-15,Winter,rain,57248,34.28,33.28,0.93,1.218,2
Report 67401: Hunter gets spooked by loud knocks 7 miles south of Bovill,Idaho,2020-10-09,Fall,rain,67401,57.94,44.17,0.66,10,4
NA,Idaho,NA,Summer,NA,2317,NA,NA,NA,NA,NA
NA,Idaho,NA,Spring,NA,4187,NA,NA,NA,NA,NA
Report 18050: Series of loud vocalizations from two sources heard in the Yellowjacket Mountains.,Idaho,2000-08-01,Summer,NA,18050,NA,NA,NA,NA,NA
"Report 59343: Father and son experience ""disappearing stump"" on Carmen Creek Road while scouting for deer during the day outside the city of Salmon",Idaho,2014-10-15,Fall,rain,59343,51.505,29.91,0.41,8.89,3
Report 59185: Camper finds possible tracks on a sandbar along Henry's Fork River,Idaho,2015-06-25,Summer,NA,59185,69.925,45.01,0.4,1.84,10
Report 6391: Camper sees sasquatch across Snake River,Idaho,1974-06-15,Summer,NA,6391,NA,52.24,0.39,10,10
NA,Idaho,NA,Spring,NA,39086,NA,NA,NA,NA,NA
Report 23521: Parked trucker has frightening early morning encounter off I-90 near Wallace,Idaho,1996-05-30,Summer,NA,23521,NA,42.84,0.79,NA,5
NA,Idaho,NA,Winter,NA,7864,NA,NA,NA,NA,NA
Report 59472: Husband and wife see large upright figure leap from road around midnight on Freezeout Saddle near Clarkia,Idaho,2006-08-07,Summer,NA,59472,71.92,40.52,0.35,NA,0
"Report 69141: Camper sighting at night, rocks thrown, on North Fork of Coeur d'Alene River near Enaville",Idaho,2011-08-10,Summer,NA,69141,63.48,40.43,0.45,9.997,8
"Report 65369: Family hears ""Ohio Howls"" in the historic Marble Creek drainage, 47 mi SE of Coeur d’Alene",Idaho,2019-07-13,Summer,rain,65369,71.38499999999999,50.84,0.51,2.207,9
"Report 65924: Camper hears Wood Knocks, Whoops and has a possible sighting on the St. Joe River",Idaho,2020-08-08,Summer,rain,65924,63.375,46.16,0.61,10,6
"Report 71799: Local couple hear loud knocks from different directions in Coeur d' Alene Mountains, 5 miles north of Osburn",Idaho,2021-11-01,Fall,NA,71799,40.76,26.17,0.68,10,2
NA,Iowa,NA,Summer,NA,41845,NA,NA,NA,NA,NA
Report 44429: Truck driver watches a Bigfoot chase Deer across US-30 west of Boone,Iowa,2014-04-04,Fall,rain,44429,33.08,29.63,0.82,7.58,4
Report 57358: Possible howl heard while fishing at night near Otterville,Iowa,2013-08-15,Summer,NA,57358,63.8,54.01,0.69,8.46,8
Report 44740: Memory told of being chased off by frightening thumps and scream while hiking in Pikes Peak State Park,Iowa,1970-09-27,Fall,NA,44740,NA,NA,NA,NA,NA
Report 1197: Several sighting reports near the Racoon River within days of each other.,Iowa,1978-11-15,Fall,NA,1197,35.17,25.23,0.72,10,2
NA,Iowa,NA,Summer,NA,44111,NA,NA,NA,NA,NA
Report 1554: Multiple witness road-crossing sighting near Nine Eagles State Park,Iowa,2000-06-14,Summer,rain,1554,65.155,58.77,0.77,9.25,8
Report 24056: Hunter describes combination of rock clacking and bird-like vocals in public hunting area near Van Wert,Iowa,2008-05-28,Spring,rain,24056,60.43000000000001,46.48,0.71,10,5
NA,Idaho,NA,Fall,NA,2062,NA,NA,NA,NA,NA
Report 13768: Possible sighting at night by bowhunters near Crooked Creek outside Dubois,Idaho,1997-08-19,Fall,rain,13768,NA,42.38,0.56,10,8
NA,Idaho,NA,Summer,NA,3629,NA,NA,NA,NA,NA
NA,Idaho,NA,Fall,NA,2061,NA,NA,NA,NA,NA
NA,Idaho,NA,Winter,NA,2060,NA,NA,NA,NA,NA
Report 16527: Multiple witness incident at night near Idaho Falls,Idaho,2006-11-04,Fall,rain,16527,38.18,37.08,0.93,8.59,2
Report 1801: Close daylight sighting of animal crossing road near Spirit Lake,Idaho,1967-07-29,Summer,NA,1801,NA,NA,NA,NA,NA
Report 15416: Possible vocalizations heard by campers near Lowman,Idaho,2004-06-19,Summer,rain,15416,57.73,35.49,0.49,NA,0
NA,Idaho,NA,Fall,NA,57872,NA,NA,NA,NA,NA
Report 15120: Man describes daylight sighting by father (elk hunter) near Clarkia,Idaho,1972-10-01,Fall,NA,15120,NA,NA,NA,NA,NA
NA,Idaho,NA,Summer,NA,1795,NA,NA,NA,NA,NA
NA,Idaho,NA,Spring,NA,2063,NA,NA,NA,NA,NA
Report 19910: Nighttime sighting by property owner near Kishwaukee River.,Illinois,1994-10-22,Fall,rain,19910,55.705,46.37,0.74,9.87,4
Report 42140: Hiker has daylight sighting in Goodenow Grove Nature Preserve,Illinois,2009-10-10,Fall,NA,42140,40.27,32.56,0.74,9.98,4
Report 47911: Memory told of a nighttime road crossing near Coal City,Illinois,2017-01-22,Fall,NA,47911,41.6,38.86,0.91,4.19,2
Report 3467: Witnesses describe 'huge' black creature that throws dirt at them near Chittyville.,Illinois,1968-08-15,Summer,NA,3467,NA,NA,NA,NA,NA
"Report 15895: Possible vocalization heard in Marion, Illinois",Illinois,1977-12-31,Winter,rain,15895,NA,35.65,0.9,NA,2
Report 15393: Woman describes her son's possible sighting near Lake of Egypt in Shawnee National Forest,Illinois,2006-07-28,Summer,NA,15393,77.975,73.36,0.85,9.24,6
Report 4987: Deputy sheriff has vehicle near miss with nine foot tall biped,Idaho,1990-10-31,Fall,rain,4987,38.355,33.63,0.72,5.71,3
